UDI,Date,System,Control,Product ID,Type,Air temperature (K),Process temperature (K),Rotational speed (rpm),Torque (Nm),Tool wear (min),Diagnostic
371,30/06/2017 16:22,4,C,M15230,M,,,,37.2,103,No failure
372,02/07/2017 05:35,4,A,L47551,L,297.5,308.4,1604,,,No failure
373,01/07/2017 22:41,4,C,M15232,M,,,,51.7,108,No failure
374,11/10/2017 01:49,4,A,L47553,L,297.4,308.3,1412,,,No failure
375,10/10/2017 07:53,4,B,L47554,L,,,1431,43,,No failure
376,12/10/2017 11:55,4,B,L47555,L,,,1533,37.4,,No failure
377,08/10/2017 15:39,4,A,M15236,M,297.4,308.2,1401,,,No failure
378,10/12/2017 13:06,4,C,M15237,M,,,,53.9,120,No failure
379,03/03/2018 12:16,4,B,L47558,L,,,1754,29.4,,No failure
380,27/02/2018 17:45,4,C,L47559,L,,,,26.8,125,No failure
381,27/02/2018 13:54,4,B,L47560,L,,,2564,12.8,,Power Failure
382,06/06/2018 09:41,4,A,L47561,L,297.5,308.5,1546,,,No failure
383,06/06/2018 01:08,4,A,L47562,L,297.5,308.5,1335,,,No failure
384,02/06/2018 11:14,4,A,M15243,M,297.5,308.6,1842,,,No failure
385,16/08/2018 12:43,4,A,L47564,L,297.5,308.5,1712,,,No failure
386,16/08/2018 23:39,4,B,M15245,M,,,1414,45.4,,No failure
387,17/11/2018 11:16,4,C,L47566,L,,,,50.9,141,No failure
388,22/11/2018 10:11,4,A,L47567,L,297.7,308.7,1249,,,No failure
389,01/02/2019 05:14,4,B,L47568,L,,,1455,48.2,,No failure
390,28/01/2019 01:24,4,C,M15249,M,,,,54.8,147,No failure
391,16/04/2019 00:41,4,B,L47570,L,,,1460,46.7,,No failure
392,16/04/2019 10:23,4,B,L47571,L,,,1491,38.1,,No failure
393,15/04/2019 21:11,4,C,M15252,M,,,,43.4,154,No failure
394,13/04/2019 10:43,4,C,M15253,M,,,,52.2,157,No failure
395,14/04/2019 21:44,4,B,L47574,L,,,1528,39.9,,No failure
396,30/07/2019 15:11,4,B,L47575,L,,,1571,37.7,,No failure
397,25/07/2019 16:41,4,B,L47576,L,,,1490,42.6,,No failure
398,30/07/2019 02:37,4,A,M15257,M,297.4,308.3,1774,,,No failure
399,26/07/2019 00:42,4,C,H29812,H,,,,43.6,169,No failure
400,30/10/2019 04:16,4,B,L47579,L,,,1392,49.7,,No failure
401,16/02/2020 16:50,4,A,L47580,L,297.4,308.5,2100,,,No failure
402,14/02/2020 03:23,4,C,L47581,L,,,,30.4,178,No failure
403,17/02/2020 16:30,4,C,L47582,L,,,,32.3,180,No failure
404,27/04/2020 11:34,4,C,L47583,L,,,,59.8,182,No failure
405,26/07/2020 16:31,4,B,L47584,L,,,1297,45.9,,No failure
406,11/11/2020 18:03,4,B,L47585,L,,,1350,57.6,,No failure
407,12/11/2020 03:55,4,B,L47586,L,,,1439,51.9,,No failure
408,12/11/2020 11:11,4,C,M15267,M,,,,42.1,190,No failure
409,11/11/2020 16:10,4,A,M15268,M,297.4,308.6,1434,,,No failure
410,18/02/2021 12:26,4,A,L47589,L,297.4,308.6,1459,,,No failure
411,20/02/2021 20:45,4,C,M15270,M,,,,44.9,198,No failure
412,20/02/2021 03:01,4,C,L47591,L,,,,44.3,201,No failure
413,15/02/2021 16:13,4,A,L47592,L,297.5,308.6,1388,,,No failure
414,19/02/2021 22:17,4,A,L47593,L,297.4,308.4,1573,,,No failure
415,23/05/2021 02:44,4,C,L47594,L,,,,32.5,207,No failure
416,21/05/2021 21:44,4,B,L47595,L,,,1511,42.8,,No failure
417,21/05/2021 16:31,4,B,L47596,L,,,1495,37.8,,No failure
418,26/05/2021 08:27,4,A,L47597,L,297.4,308.4,1394,,,No failure
419,09/03/2014 17:39,5,C,L47598,L,,,,17.7,0,No failure
420,10/03/2014 01:37,5,A,M15279,M,297.3,308.3,1501,,,No failure
421,07/03/2014 04:39,5,C,M15280,M,,,,39.6,5,No failure
422,07/03/2014 02:07,5,A,M15281,M,297.3,308.3,1657,,,No failure
423,10/03/2014 18:21,5,A,L47602,L,297.3,308.3,1333,,,No failure
424,18/05/2014 08:19,5,A,L47603,L,297.3,308.3,1484,,,No failure
425,17/05/2014 19:23,5,C,L47604,L,,,,45.7,15,No failure
426,21/05/2014 04:36,5,A,M15285,M,297.3,308.4,1665,,,No failure
427,21/05/2014 05:19,5,B,L47606,L,,,1501,44.9,,No failure
428,21/05/2014 00:31,5,B,M15287,M,,,1496,42.2,,No failure
429,08/09/2014 05:18,5,B,M15288,M,,,1595,36.9,,No failure
430,05/09/2014 23:29,5,A,L47609,L,297.5,308.6,1208,,,No failure
431,06/09/2014 04:16,5,B,L47610,L,,,1596,37.1,,No failure
432,04/11/2014 04:29,5,C,L47611,L,,,,41.9,32,No failure
433,06/11/2014 17:49,5,B,M15292,M,,,1466,39.7,,No failure
434,05/11/2014 21:44,5,A,M15293,M,297.6,308.5,1848,,,No failure
435,12/01/2015 11:46,5,B,M15294,M,,,1484,44.7,,No failure
436,09/01/2015 19:09,5,B,L47615,L,,,1493,41.2,,No failure
437,11/01/2015 07:46,5,B,L47616,L,,,1504,36.3,,No failure
438,22/03/2015 10:00,5,C,L47617,L,,,,38.5,47,No failure
439,06/06/2015 21:09,5,B,L47618,L,,,1341,52.2,,No failure
440,07/06/2015 04:13,5,B,M15299,M,,,1535,34.6,,No failure
441,01/10/2015 06:06,5,B,L47620,L,,,1389,39.2,,No failure
442,04/10/2015 09:20,5,A,H29855,H,297.5,308.5,1393,,,No failure
443,05/10/2015 09:36,5,B,L47622,L,,,1399,61.5,,Power Failure
444,15/01/2016 04:11,5,C,H29857,H,,,,45.1,63,No failure
445,14/01/2016 11:58,5,A,L47624,L,297.4,308.4,1582,,,No failure
446,12/01/2016 04:27,5,A,L47625,L,297.5,308.6,1793,,,No failure
447,15/01/2016 04:46,5,B,L47626,L,,,1452,39,,No failure
448,16/04/2016 11:25,5,B,M15307,M,,,1376,59.9,,No failure
449,17/04/2016 00:01,5,C,L47628,L,,,,44.9,77,No failure
450,13/07/2016 05:02,5,B,L47629,L,,,1622,37.9,,No failure
451,12/07/2016 11:41,5,B,M15310,M,,,1419,41.7,,No failure
452,11/07/2016 10:20,5,B,H29865,H,,,1440,46.1,,No failure
453,09/07/2016 16:34,5,B,M15312,M,,,1643,31,,No failure
454,10/07/2016 03:29,5,B,L47633,L,,,1510,36.2,,No failure
455,19/09/2016 14:07,5,A,L47634,L,297.4,308.7,1468,,,No failure
456,16/09/2016 06:50,5,C,L47635,L,,,,57.4,96,No failure
457,20/09/2016 00:28,5,C,H29870,H,,,,47.6,98,No failure
458,20/09/2016 09:11,5,A,L47637,L,297.4,308.6,1276,,,No failure
459,05/01/2017 04:12,5,B,L47638,L,,,1486,42.6,,No failure
460,04/01/2017 07:05,5,A,L47639,L,297.4,308.6,1476,,,No failure
461,07/01/2017 21:31,5,A,H29874,H,297.3,308.6,1431,,,No failure
462,21/04/2017 18:43,5,A,L47641,L,297.4,308.7,1402,,,No failure
463,22/04/2017 08:10,5,A,L47642,L,297.4,308.7,1433,,,No failure
464,21/04/2017 03:57,5,B,L47643,L,,,2874,4.2,,Power Failure
465,22/08/2017 03:56,5,C,L47644,L,,,,35.7,120,No failure
466,18/08/2017 03:58,5,A,M15325,M,297.3,308.6,1456,,,No failure
467,20/08/2017 04:22,5,A,L47646,L,297.2,308.5,1550,,,No failure
468,20/08/2017 20:49,5,A,L47647,L,297.2,308.5,2182,,,No failure
469,21/08/2017 02:10,5,C,L47648,L,,,,31.6,129,No failure
470,26/11/2017 10:08,5,A,M15329,M,297.3,308.8,1586,,,No failure
471,09/02/2018 15:55,5,A,H29884,H,297.3,308.8,1499,,,No failure
472,05/02/2018 19:13,5,B,H29885,H,,,1419,42.4,,No failure
473,10/02/2018 01:45,5,A,M15332,M,297.4,309,1497,,,No failure
474,08/02/2018 22:03,5,A,M15333,M,297.4,309,1520,,,No failure
475,22/05/2018 04:19,5,C,L47654,L,,,,49.8,150,No failure
476,18/07/2018 07:11,5,C,L47655,L,,,,41.1,152,No failure
477,17/07/2018 07:28,5,A,L47656,L,297.4,309,1570,,,No failure
478,22/07/2018 21:56,5,C,H29891,H,,,,41.4,156,No failure
479,19/07/2018 14:45,5,A,L47658,L,297.4,309,1833,,,No failure
480,17/07/2018 07:27,5,B,M15339,M,,,1323,57.3,,No failure
481,14/10/2018 03:58,5,C,L47660,L,,,,32,166,No failure
482,07/02/2019 19:47,5,A,M15341,M,297.3,309,1556,,,No failure
483,29/04/2019 15:43,5,C,L47662,L,,,,37.4,171,No failure
484,29/04/2019 16:06,5,A,L47663,L,297.4,309,1324,,,No failure
485,30/04/2019 01:09,5,C,L47664,L,,,,33.7,175,No failure
486,01/07/2019 12:25,5,B,M15345,M,,,1685,30.7,,No failure
487,30/10/2019 14:12,5,C,M15346,M,,,,35.9,180,No failure
488,26/10/2019 20:23,5,B,M15347,M,,,1463,35,,No failure
489,30/10/2019 05:27,5,C,L47668,L,,,,42.8,186,No failure
490,26/10/2019 14:12,5,C,M15349,M,,,,55.8,188,No failure
491,30/10/2019 18:07,5,B,L47670,L,,,1459,37.9,,No failure
492,21/01/2020 15:49,5,C,L47671,L,,,,45.6,193,No failure
493,20/01/2020 15:53,5,B,L47672,L,,,1404,43.5,,No failure
494,18/01/2020 02:47,5,C,L47673,L,,,,38.8,197,No failure
495,20/01/2020 20:10,5,B,L47674,L,,,1326,49.8,,No failure
496,18/01/2020 17:15,5,B,H29909,H,,,1459,49.7,,No failure
497,18/04/2020 10:36,5,A,M15356,M,297.5,309.2,1530,,,No failure
498,17/04/2020 20:13,5,B,L47677,L,,,1505,39.2,,No failure
499,14/04/2020 06:52,5,A,L47678,L,297.5,309.1,1611,,,No failure
500,15/04/2020 04:48,5,B,L47679,L,,,1515,35.1,,No failure
501,18/06/2020 23:15,5,A,M15360,M,297.5,309.2,1804,,,No failure
502,24/06/2020 14:09,5,C,M15361,M,,,,46.2,218,No failure
503,20/06/2020 02:53,5,A,L47682,L,297.6,309.2,1390,,,No failure
504,09/03/2014 21:39,6,B,M15363,M,,,1442,48.1,,No failure
505,11/03/2014 10:00,6,C,M15364,M,,,,41.9,3,No failure
506,08/03/2014 15:14,6,C,L47685,L,,,,35,6,No failure
507,21/06/2014 17:50,6,A,L47686,L,297.6,309.3,1543,,,No failure
508,22/06/2014 16:39,6,B,H29921,H,,,1445,48.2,,No failure
509,10/10/2014 22:27,6,A,L47688,L,297.7,309.3,1893,,,No failure
510,06/02/2015 08:37,6,A,M15369,M,297.6,309.3,1415,,,No failure
511,10/02/2015 04:53,6,C,L47690,L,,,,37.5,20,No failure
512,23/04/2015 12:46,6,A,L47691,L,297.5,309.3,1479,,,No failure
513,20/04/2015 02:36,6,A,L47692,L,297.5,309.2,1426,,,No failure
514,20/04/2015 18:44,6,B,L47693,L,,,1428,38.8,,No failure
515,08/08/2015 10:33,6,A,L47694,L,297.4,309.2,1620,,,No failure
516,10/08/2015 01:04,6,B,L47695,L,,,1715,28,,No failure
517,16/11/2015 06:59,6,B,L47696,L,,,1732,29.9,,No failure
518,14/11/2015 16:59,6,A,M15377,M,297.5,309.4,1391,,,No failure
519,12/11/2015 05:51,6,A,L47698,L,297.6,309.5,1924,,,No failure
520,13/11/2015 01:10,6,B,M15379,M,,,2027,19.8,,No failure
521,18/01/2016 05:22,6,B,L47700,L,,,1617,36.2,,No failure
522,16/01/2016 04:49,6,C,L47701,L,,,,35.8,44,No failure
523,19/01/2016 20:47,6,C,M15382,M,,,,43.7,46,No failure
524,18/01/2016 09:52,6,C,L47703,L,,,,45.9,49,No failure
525,17/01/2016 21:26,6,A,L47704,L,297.4,309.4,1620,,,No failure
526,31/03/2016 09:06,6,A,L47705,L,297.4,309.4,1466,,,No failure
527,04/04/2016 15:58,6,A,L47706,L,297.6,309.5,1373,,,No failure
528,02/04/2016 20:55,6,B,M15387,M,,,1592,35.8,,No failure
529,03/04/2016 06:33,6,A,M15388,M,297.5,309.5,1553,,,No failure
530,11/07/2016 15:58,6,B,L47709,L,,,1569,36.2,,No failure
531,16/07/2016 19:04,6,C,M15390,M,,,,32.2,65,No failure
532,12/07/2016 13:54,6,B,L47711,L,,,1549,34.9,,No failure
533,12/07/2016 07:10,6,C,L47712,L,,,,45.4,70,No failure
534,22/09/2016 10:59,6,A,L47713,L,297.5,309.3,1675,,,No failure
535,22/09/2016 23:40,6,B,L47714,L,,,1623,33.4,,No failure
536,23/09/2016 19:50,6,B,H29949,H,,,1365,52.4,,No failure
537,26/09/2016 06:21,6,B,L47716,L,,,1759,24.8,,No failure
538,23/12/2016 19:17,6,A,H29951,H,297.4,309.3,1516,,,No failure
539,14/04/2017 16:06,6,A,M15398,M,297.4,309.3,1499,,,No failure
540,14/04/2017 00:37,6,B,M15399,M,,,1775,25.8,,No failure
541,13/04/2017 05:15,6,B,L47720,L,,,1473,45.5,,No failure
542,17/04/2017 00:14,6,B,L47721,L,,,1296,52.3,,No failure
543,15/04/2017 16:50,6,B,L47722,L,,,1803,24.7,,No failure
544,18/06/2017 05:42,6,B,H29957,H,,,1563,36.1,,No failure
545,16/06/2017 23:25,6,A,M15404,M,297.5,309.4,1831,,,No failure
546,18/06/2017 23:06,6,C,L47725,L,,,,22.1,108,No failure
547,19/06/2017 17:54,6,C,L47726,L,,,,24.3,110,No failure
548,15/06/2017 06:21,6,A,M15407,M,297.5,309.4,1482,,,No failure
549,24/09/2017 09:39,6,A,L47728,L,297.4,309.3,1332,,,No failure
550,06/12/2017 04:24,6,A,L47729,L,297.4,309.2,1437,,,No failure
551,01/12/2017 09:58,6,A,L47730,L,297.4,309.2,1698,,,No failure
552,02/03/2018 13:58,6,A,L47731,L,297.4,309.2,1274,,,No failure
553,05/03/2018 07:25,6,A,M15412,M,297.4,309.3,1622,,,No failure
554,02/03/2018 20:55,6,C,M15413,M,,,,36,126,No failure
555,05/05/2018 09:45,6,A,H29968,H,297.5,309.4,1368,,,No failure
556,03/05/2018 15:34,6,A,M15415,M,297.4,309.4,1539,,,No failure
557,14/07/2018 20:15,6,B,L47736,L,,,1357,50.1,,No failure
558,21/10/2018 18:47,6,A,M15417,M,297.5,309.4,1433,,,No failure
559,21/12/2018 16:01,6,B,L47738,L,,,1650,34.6,,No failure
560,17/12/2018 03:35,6,C,L47739,L,,,,40.6,144,No failure
561,17/12/2018 04:37,6,B,L47740,L,,,1318,58.2,,No failure
562,20/12/2018 17:46,6,A,M15421,M,297.5,309.4,1678,,,No failure
563,12/04/2019 20:40,6,A,L47742,L,297.6,309.5,1574,,,No failure
564,09/04/2019 08:54,6,B,L47743,L,,,1529,35.2,,No failure
565,11/04/2019 15:25,6,C,H29978,H,,,,32.1,155,No failure
566,28/06/2019 19:24,6,A,H29979,H,297.7,309.7,1570,,,No failure
567,27/06/2019 22:58,6,A,M15426,M,297.6,309.7,1541,,,No failure
568,28/06/2019 11:38,6,A,M15427,M,297.7,309.7,1680,,,No failure
569,28/06/2019 22:08,6,A,L47748,L,297.8,309.7,1935,,,No failure
570,30/06/2019 21:03,6,A,M15429,M,297.7,309.6,1596,,,No failure
571,06/09/2019 12:36,6,C,L47750,L,,,,41,176,No failure
572,04/09/2019 11:02,6,C,M15431,M,,,,29,178,No failure
573,20/11/2019 20:32,6,B,L47752,L,,,1351,49,,No failure
574,17/02/2020 00:47,6,C,L47753,L,,,,45,183,No failure
575,18/02/2020 14:10,6,A,M15434,M,297.9,310,1439,,,No failure
576,18/02/2020 22:31,6,C,M15435,M,,,,55.4,188,No failure
577,21/02/2020 18:53,6,A,H29990,H,297.7,309.7,1440,,,No failure
578,17/02/2020 14:56,6,B,L47757,L,,,1591,37.7,,No failure
579,10/06/2020 09:55,6,C,L47758,L,,,,36.8,198,No failure
580,10/06/2020 10:08,6,C,M15439,M,,,,31.3,200,No failure
581,13/09/2020 02:02,6,A,M15440,M,297.8,309.8,1798,,,No failure
582,10/09/2020 17:56,6,B,L47761,L,,,1394,42.9,,No failure
583,15/09/2020 00:31,6,A,L47762,L,297.8,309.7,1341,,,No failure
584,10/09/2020 05:54,6,A,H29997,H,297.7,309.6,1697,,,No failure
585,14/09/2020 06:49,6,A,H29998,H,297.6,309.6,1419,,,No failure
586,03/01/2021 22:51,6,C,L47765,L,,,,20.5,220,No failure
587,04/01/2021 04:36,6,C,L47766,L,,,,49.8,222,Overstrain Failure
588,03/01/2021 12:18,6,A,H30001,H,297.6,309.5,1623,,,No failure
589,04/01/2021 06:40,6,C,L47768,L,,,,33.4,229,No failure
590,02/01/2021 07:46,6,A,L47769,L,297.6,309.4,1491,,,No failure
591,28/04/2021 09:48,6,B,L47770,L,,,1517,36.7,,No failure
592,27/04/2021 11:34,6,C,H30005,H,,,,41.7,235,No failure
593,06/07/2021 17:52,6,C,H30006,H,,,,27.9,240,No failure
594,15/03/2014 05:15,7,C,L47773,L,,,,50.7,0,No failure
595,16/03/2014 02:48,7,A,H30008,H,297.6,309.6,1278,,,No failure
596,26/06/2014 01:14,7,C,M15455,M,,,,53.1,7,No failure
597,27/08/2014 14:20,7,A,M15456,M,297.6,309.6,1530,,,No failure
598,26/08/2014 13:01,7,C,H30011,H,,,,46.6,13,No failure
599,30/10/2014 10:14,7,A,L47778,L,297.7,309.6,1480,,,No failure
600,28/10/2014 10:28,7,C,H30013,H,,,,31.1,20,No failure
601,27/10/2014 21:58,7,C,L47780,L,,,,37.3,25,No failure
602,30/12/2014 12:19,7,B,L47781,L,,,2194,16.8,,No failure
603,02/01/2015 21:29,7,A,L47782,L,297.9,309.8,2000,,,No failure
604,19/04/2015 16:04,7,B,L47783,L,,,1336,71.6,,Power Failure
605,17/04/2015 21:31,7,A,L47784,L,297.9,309.9,1542,,,No failure
606,23/06/2015 23:44,7,C,M15465,M,,,,29.9,35,No failure
607,23/06/2015 11:42,7,C,L47786,L,,,,50.5,38,No failure
608,06/10/2015 08:48,7,C,M15467,M,,,,33.9,40,No failure
609,06/10/2015 17:43,7,C,L47788,L,,,,47.7,43,No failure
610,05/10/2015 09:45,7,B,L47789,L,,,1629,32.5,,No failure
611,05/10/2015 15:44,7,C,L47790,L,,,,33.7,47,No failure
612,10/12/2015 06:23,7,C,L47791,L,,,,40.9,49,No failure
613,09/12/2015 15:24,7,C,L47792,L,,,,32.8,51,No failure
614,09/12/2015 23:43,7,B,L47793,L,,,1634,30,,No failure
615,11/12/2015 15:43,7,A,M15474,M,298,309.9,1445,,,No failure
616,29/02/2016 16:42,7,A,L47795,L,298.1,309.9,1642,,,No failure
617,01/03/2016 03:16,7,C,H30030,H,,,,29.1,60,No failure
618,26/02/2016 21:48,7,C,M15477,M,,,,43.1,65,No failure
619,01/06/2016 14:39,7,A,H30032,H,298.2,310,1433,,,No failure
620,03/06/2016 14:42,7,B,L47799,L,,,1507,44.7,,No failure
621,06/06/2016 09:29,7,C,M15480,M,,,,49.6,75,No failure
622,03/06/2016 13:34,7,A,L47801,L,298.3,310.1,1408,,,No failure
623,17/09/2016 01:00,7,C,M15482,M,,,,32,80,No failure
624,22/11/2016 21:21,7,B,L47803,L,,,1926,23.7,,No failure
625,18/11/2016 09:07,7,C,H30038,H,,,,37.6,85,No failure
626,18/11/2016 06:16,7,A,L47805,L,298.3,310.1,1545,,,No failure
627,24/01/2017 10:05,7,A,L47806,L,298.4,310.1,1533,,,No failure
628,21/01/2017 04:06,7,C,L47807,L,,,,42.2,94,No failure
629,23/01/2017 12:53,7,C,M15488,M,,,,57.8,96,No failure
630,22/01/2017 01:02,7,B,L47809,L,,,1523,45.9,,No failure
631,24/01/2017 05:14,7,A,L47810,L,298.3,310,1460,,,No failure
632,13/04/2017 01:54,7,C,L47811,L,,,,37.3,103,No failure
633,11/04/2017 01:20,7,A,H30046,H,298.3,310,1419,,,No failure
634,13/06/2017 08:11,7,A,L47813,L,298.3,310,1442,,,No failure
635,13/06/2017 07:59,7,C,L47814,L,,,,41.6,112,No failure
636,13/06/2017 16:21,7,B,L47815,L,,,1858,23.9,,No failure
637,27/09/2017 08:12,7,C,L47816,L,,,,43.9,116,No failure
638,02/10/2017 03:09,7,A,L47817,L,298.2,309.7,1585,,,No failure
639,01/10/2017 23:28,7,A,L47818,L,298,309.6,1536,,,No failure
640,30/09/2017 13:50,7,B,L47819,L,,,1403,51.3,,No failure
641,26/12/2017 08:58,7,B,M15500,M,,,1515,38.8,,No failure
642,30/12/2017 01:56,7,C,L47821,L,,,,47.9,127,No failure
643,28/12/2017 12:51,7,C,M15502,M,,,,58.7,129,No failure
644,18/04/2018 22:31,7,B,M15503,M,,,1495,36.5,,No failure
645,19/04/2018 21:27,7,C,H30058,H,,,,30.2,135,No failure
646,15/04/2018 09:00,7,B,L47825,L,,,1392,44.1,,No failure
647,17/04/2018 01:14,7,C,M15506,M,,,,43.7,142,No failure
648,17/04/2018 11:05,7,B,L47827,L,,,1559,36.9,,No failure
649,18/06/2018 09:19,7,C,H30062,H,,,,48.9,147,No failure
650,18/06/2018 03:52,7,A,M15509,M,297.7,309.2,1732,,,No failure
651,13/10/2018 09:33,7,A,L47830,L,297.6,309.2,1611,,,No failure
652,12/10/2018 15:16,7,B,L47831,L,,,1503,38.9,,No failure
653,10/10/2018 21:47,7,B,L47832,L,,,1391,44.5,,No failure
654,14/10/2018 04:26,7,A,L47833,L,297.8,309.3,2015,,,No failure
655,13/10/2018 06:25,7,A,L47834,L,297.8,309.2,1683,,,No failure
656,05/02/2019 07:04,7,C,L47835,L,,,,38.8,165,No failure
657,07/02/2019 14:23,7,A,M15516,M,297.7,309.1,1732,,,No failure
658,05/05/2019 15:38,7,B,L47837,L,,,1365,58.6,,No failure
659,23/07/2019 23:41,7,C,L47838,L,,,,36.8,172,No failure
660,06/10/2019 16:13,7,A,L47839,L,297.6,309.1,1449,,,No failure
661,03/10/2019 15:43,7,A,M15520,M,297.7,309.2,1700,,,No failure
662,06/10/2019 08:00,7,C,M15521,M,,,,45.6,179,No failure
663,03/10/2019 22:38,7,A,M15522,M,297.6,308.9,1479,,,No failure
664,05/02/2020 00:39,7,C,L47843,L,,,,44,185,No failure
665,03/02/2020 03:53,7,C,L47844,L,,,,47.4,187,No failure
666,04/02/2020 02:43,7,B,L47845,L,,,1729,28.1,,No failure
667,06/02/2020 19:14,7,B,L47846,L,,,1470,43.5,,No failure
668,01/02/2020 13:56,7,B,L47847,L,,,1459,48.5,,No failure
669,28/04/2020 07:06,7,A,L47848,L,297.5,308.9,1738,,,No failure
670,28/04/2020 08:50,7,C,H30083,H,,,,37.7,197,No failure
671,30/04/2020 17:04,7,A,L47850,L,297.6,309,1822,,,No failure
672,01/05/2020 20:38,7,A,L47851,L,297.5,308.9,1554,,,No failure
673,27/04/2020 21:52,7,C,M15532,M,,,,43.2,206,No failure
674,10/07/2020 13:03,7,C,L47853,L,,,,47.7,209,No failure
675,26/04/2014 15:15,8,C,L47854,L,,,,41.2,0,No failure
676,28/04/2014 09:56,8,B,M15535,M,,,1424,45.5,,No failure
677,01/05/2014 02:12,8,B,H30090,H,,,1577,34.7,,No failure
678,30/04/2014 17:59,8,B,L47857,L,,,1478,39.7,,No failure
679,29/07/2014 04:30,8,A,M15538,M,297.8,309.2,1295,,,No failure
680,31/07/2014 09:13,8,A,L47859,L,297.8,309.2,1372,,,No failure
681,31/07/2014 03:57,8,A,M15540,M,297.8,309.1,1432,,,No failure
682,14/10/2014 15:46,8,B,M15541,M,,,1656,33.2,,No failure
683,27/01/2015 19:42,8,C,H30096,H,,,,48.8,23,No failure
684,27/01/2015 04:15,8,B,L47863,L,,,1874,24.4,,No failure
685,01/02/2015 02:18,8,C,L47864,L,,,,43.2,30,No failure
686,30/01/2015 01:30,8,A,M15545,M,297.7,309,1636,,,No failure
687,29/04/2015 01:59,8,C,M15546,M,,,,40.4,35,No failure
688,24/04/2015 20:09,8,C,M15547,M,,,,42.4,38,No failure
689,29/04/2015 18:53,8,A,H30102,H,297.6,309,1735,,,No failure
690,18/08/2015 00:11,8,C,H30103,H,,,,55.6,46,No failure
691,18/08/2015 08:19,8,C,H30104,H,,,,40.2,51,No failure
692,18/08/2015 01:30,8,C,L47871,L,,,,39.3,56,No failure
693,17/08/2015 21:35,8,B,L47872,L,,,1479,42.1,,No failure
694,13/08/2015 23:35,8,A,L47873,L,297.7,309.1,1477,,,No failure
695,15/12/2015 04:50,8,A,L47874,L,297.6,309.1,1394,,,No failure
696,12/12/2015 06:01,8,A,L47875,L,297.6,309,1487,,,No failure
697,06/04/2016 16:34,8,C,M15556,M,,,,25.3,66,No failure
698,05/04/2016 03:34,8,C,M15557,M,,,,39.7,69,No failure
699,07/04/2016 21:36,8,C,L47878,L,,,,40.2,72,No failure
700,06/04/2016 03:49,8,B,H30113,H,,,1416,39.2,,No failure
701,04/04/2016 08:19,8,C,M15560,M,,,,31.6,79,No failure
702,01/07/2016 08:46,8,A,L47881,L,297.7,308.8,1515,,,No failure
703,29/06/2016 06:41,8,B,M15562,M,,,1531,48.3,,No failure
704,27/06/2016 22:28,8,B,H30117,H,,,1479,40.9,,No failure
705,08/10/2016 12:04,8,C,L47884,L,,,,33.7,92,No failure
706,09/10/2016 22:21,8,B,L47885,L,,,1507,38.2,,No failure
707,09/10/2016 18:49,8,A,M15566,M,297.8,309,1434,,,No failure
708,06/10/2016 06:49,8,C,L47887,L,,,,27.3,99,No failure
709,05/10/2016 05:58,8,A,M15568,M,297.6,308.8,1416,,,No failure
710,18/12/2016 18:38,8,A,M15569,M,297.6,308.8,1357,,,No failure
711,20/12/2016 09:16,8,A,M15570,M,297.5,308.7,1697,,,No failure
712,22/12/2016 08:52,8,C,L47891,L,,,,46.2,110,No failure
713,18/12/2016 12:45,8,C,L47892,L,,,,37.6,112,No failure
714,20/12/2016 04:34,8,C,L47893,L,,,,46.4,114,No failure
715,11/03/2017 11:35,8,C,L47894,L,,,,36.2,116,No failure
716,11/03/2017 01:19,8,A,L47895,L,297.4,308.6,1324,,,No failure
717,12/03/2017 23:06,8,A,H30130,H,297.4,308.6,1420,,,No failure
718,13/03/2017 16:28,8,B,L47897,L,,,1545,36.9,,No failure
719,07/06/2017 07:43,8,A,L47898,L,297.5,308.8,1477,,,No failure
720,07/06/2017 01:39,8,C,L47899,L,,,,58.1,129,No failure
721,07/06/2017 01:30,8,B,L47900,L,,,1809,23.8,,No failure
722,21/08/2017 06:43,8,C,L47901,L,,,,30.9,133,No failure
723,28/11/2017 13:16,8,B,L47902,L,,,1427,44.7,,No failure
724,27/11/2017 10:38,8,C,M15583,M,,,,46.3,137,No failure
725,27/11/2017 05:19,8,B,L47904,L,,,1390,44.6,,No failure
726,24/11/2017 14:57,8,A,L47905,L,297.4,308.8,1640,,,No failure
727,24/11/2017 10:52,8,C,M15586,M,,,,37.4,144,No failure
728,05/02/2018 05:00,8,A,H30141,H,297.3,308.6,1499,,,No failure
729,26/05/2018 12:16,8,B,M15588,M,,,1425,50.3,,No failure
730,25/05/2018 00:13,8,B,L47909,L,,,1586,37.7,,No failure
731,23/05/2018 19:29,8,A,M15590,M,297.3,308.6,1471,,,No failure
732,22/05/2018 03:56,8,A,M15591,M,297.3,308.6,1431,,,No failure
733,25/05/2018 00:50,8,C,L47912,L,,,,22.1,163,No failure
734,03/08/2018 23:00,8,C,M15593,M,,,,42,165,No failure
735,10/11/2018 03:18,8,B,H30148,H,,,1305,54.6,,No failure
736,11/11/2018 15:37,8,A,L47915,L,296.9,308.4,1557,,,No failure
737,06/11/2018 23:54,8,B,L47916,L,,,1555,38.2,,No failure
738,07/11/2018 09:28,8,B,H30151,H,,,1474,39.2,,No failure
739,27/01/2019 17:54,8,C,L47918,L,,,,45.9,182,No failure
740,24/01/2019 03:15,8,C,L47919,L,,,,41.8,184,No failure
